Morphology: 
 
Verbs: 
singular, first, present, indicative: gghugh
low-paid: muyghushnguhngvum
low-pressure: muyghushnguhngughuyuh
low-slung: muyghusuyuey
lozenge: muyuvzeyugh
lube: muywum
lubrication: muywumvumgheyvumzey
lucidity: muyngughghehnguv
luge: eng
lumberjack: muymezughhuvngugh
lunacy: muyzeyngugh
lunchroom: muyzeysehmehmez
lustrous: muyuyuhu
luxuriant: muywehng
lynch: muyzeyseh
lynx: muyzey
lyricism: muyuhngughuy
lyricist: muyuhngughuy
Maasai: umgheyghey
macaw: mezngughghus
mace: wey
machismo: mezngughvummez
macroscopic: mezngughmehngughhnguhngngugh
madrassa!: mezghehgheyuyesthves
madrigal: mezghehvumghey
maelstrom: mezughuyuhmez
magisterial: mezeyuyughvummuy
magnanimous: mezeygheyvummehuy
magnificence: mezeyvumvumughngugh
magpie: mezeyvum
mailer: wuy
malcontent: mezmuymehnguvzey
malfeasance: mezmuyughuyzeyugh
malformation: mezmuymehmeznguvmeh
malnourished: mezmuymehuhuyugh
Maltese: ummuyughugh
malware: mezmuygheyugh
mambo: mezmezmeh
mandolin: mezzeymehvum
maneuverable: mezzeyuughgheymuy
manganese: mezzeygheyughugh
manger: mezzeyugh
mangy: mezzeysuz
manhandle: mezzeygheyghehugh
manhole: mezzeymehugh
maniacal: mez
manna: mezzeyghey
MANOVA: umhngeghhngegh
manservant: mezzeyughksumzey
mantis: mezzeyvum
man-to-man: mezzeynguvyusyus
Maoist: ummehuy
maraud: mezuhu
marauder: mezuhuugh
mariachi: mezuhgheyseh
marinara: mezuhzeyuh
marionette: mezuhmehughnguv
Marist: umuhuy
marjoram: mezuhmehghey
marksman: mezuhuyghey
marmot: mezuhmeh
Maronite: umuhzeynguv
marquess: mezuhuuy
marshland: mezuhsehgheygheh
marshy: mezuhseh
marsupial: mezuhuvummuy
marzipan: mezuhvumghey
masochism: mezuyngughvummez
masque: mezuyu
mass-market: mezuyyum
masterwork: mezuyughghusuh
mastoid: mezuymehgheh
matador: meznguvghehuh
matchbox: meznguvsehmeh
matchmaking: meznguvsehgheyvumey
matchstick: meznguvsehnguvngugh
matriculation: meznguvvumugheyvumzey
matzo: meznguvmeh
maudlin: mezumuyzey
maven: mezksumzey
maw: mezghus
max: mezthnguw
maxillary: mezvughvugh
mealtime: mezgheynguvmez
measly: mezgheymuy
meatloaf: mezgheymuyghey
meatpacking: mezgheyhnguhngngughvumey
mechanization: mezngughgheyvumgheyvumzey
medium-term: mezghehusuv
megachurch!: mezeyngughungughhngushngus
megaphone: mezeyhnguhngmehugh
melancholic: mezmuyzeysehmuyngugh
melatonin: mezmuynguvzeyzey
melee: mezmuyugh
melodious: mezmuyghehmehuy
memorization: mezmezuhuvnguvmeh
menagerie: mezzeyeyuhugh
menopausal: nguhng
menorah: mezzeyuhseh
mercurial: mezuhuvummuy
meritocracy: mezuhnguvngughgheysuz
meritorious: mezuhnguvuhmehuy
Merlot: umuhmeh
merriment: mezuhvumughnguv
merry-go-round: mezuhsuzeyhum
mestizo: mezuyvummeh
metabolite: meznguvwummuynguv
metabolize: meznguvwummuyuv
metadata: meznguvghehnguv
metalwork: meznguvmuymehmeh
metamorphose: meznguvmezuhsehuy
metastasize: meznguvuygheyvumugh
metastatic: meznguvuygheyvum
meteoric: meznguvmehvum
meteorology: meznguvmehmehmehsuz
metronome: meznguvmehmehugh
mettle: meznguvmuy
mew: mezghus
mezzanine: mezuvgheyvumugh
mica: mezngugh
microbiological: mezngughmehvummuyeyngughmuy
microbiology: mezngughmehvummuyey
microelectronic: mezngughmehmuyngughuhzeyngugh
micromanage: mezngughmehgheygheyugh
micrometer: mezngughmehughugh
middleweight: mezghehmuyghusvumseh
midriff: mezghehvumuz
midshipman: mezghehsehhnguhngghey
midstream: mezghehnguvughmez
midwifery: mezghehvumughsuz
midwinter: mezghehvumnguvuh
midyear: mezghehughuh
mien: mezugh
miff: mezuz
mild-mannered: mezmuyzuyzuy
militaristic: mezmuynguvuhuyvum
militarization: mezmuynguvuhuvnguvmeh
militarize: hngung
militate: mezmuynguvnguv
milkman: mezmuymezzey
milkshake: mezmuyuygheyugh
millennial: mezmuyughzeyghey
millionth: mezmuyvumzeyseh
mimicry: mezmezngughsuz
mimosa: mezmezuy
minaret: mezzeyuhnguv
mind-blowing: mezzeymez
mind-body: mezzeyngumbngum
minder: zuy
mind-numbing: mezzeyngehngeh
miniaturize: mezzeygheyuvumugh
minibar: mezzeywumuh
minibus: mezzeywumuy
minimalism: mezzeymezmuyuy
Minoan: umzeyghey
minster: mezzeynguvuh
misadventure: mezuyghehughnguvuh
miscalculate: mezuygheyngughmuynguv
miscarry: mezuygheyuh
misconstrue: mezuymehuyuhugh
miscreant: mezuyuhgheynguv
misdiagnose: mezuyvumeymehugh
misdirect: mezuyvumughnguv
miser: zes
misfire: mezuyvumugh
mishmash: mezuymezuy
misidentify: mezuyghehzeyvumsuz
misinform: mezuyzeymehmez
misinterpretation: mezuyzeyughhnguhngughgheyvumzey
misjudgment: mezuyueyughnguv
mismanage: mezuygheygheyugh
misnomer: mezuymehugh
miso: mezuy
misogyny: mezuyeyzey
misquote: mezuyunguv
misreading: mezuyughghehzey
misshape: mezuysehhnguhng
Mississippian: umuyvumuyhnguhngvumzey
missive: bwuv
misspell: mezuyhnguhngmuy
misstate: mezuynguvnguv
mistletoe: mezuymuynguvugh
mistrial: mezuyuhghey
miter: hngem
mitochondrion: meznguvngughmehghehvumzey
moccasin: mezngughgheyvum
mockingbird: mezngughvumeyvumgheh
mockup: mezngughu
mod: mezgheh
modicum: mezghehngughmez
modifier: mezghehuzugh
mohair: mezsehvum
mohawk: mezsehghus
mojo: mezhuv
mollify: mezmuyvumsuz
mollusk: mezmuyumeh
molt: mezmuy
mom-and-pop: mezmezgheyghehhnguhnghnguhng
monetarist: mezzeynguvuhuy
moneymaker: mezzeysuzgheyugh
moneymaking: mezzeysuzgheyvumey
mongoose: mezzeymehuy
mongrel: mezzeyuhmuy
monochromatic: mezzeyngughuhmeznguvngugh
monoclonal: mezzeyngughmehghey
monogamy: mezzeyeymez
monolingual: mezzeymuyzeyumuy
monopolist: mezzeyhnguhngmuyuy
monopolistic: mezzeyhnguhngmuyuyvum
monorail: mezzeyuhvum
monotone: mezzeynguvzey
moo: ung
moonshine: mezmehuyvumugh
moorland: mezmehmuyzey
moped: mezhnguhnggheh
moralist: mezuhmuyuy
moralistic: mezuhmuyuyvum
moralize: veh
morass: mezuhuy
Moravian: umuhksumghey
moray: mezuhsuz
morel: mezuhmuy
mortician: mezuhvumvumzey
mote: kugh
mothball: meznguvwummuy
motherland: meznguvughmuyzey
mother-of-pearl: meznguvughmem
motility: meznguvmuynguv
motorboat: meznguvuhmehnguv
motorcyclist: meznguvuhsuzmuyuy
mousetrap: mezuughuhhnguhng
mouthwash: mezusehgheyseh
mouthwatering: mezusehgheyughvumey
Mozambican: umuvmezvumghey
mucky: mezngughsuz
mucous: mezngughu
mudslide: mezghehmuygheh
muff: zem
muffler: mezuzmuyuh
mufti: mezuzvum
mugging: mezeyvumey
muggy: mezeysuz
mulatto: mezmuynguvmeh
mulberry: mezmuyughuh
mullah: mezmuyghey
mullet: mezmuyugh
multilingual: vugh
multiplex: mezmuyvummuyveh
multitasking: mezmuyvumgheymehzey
multivitamin: mezmuyvumvumgheyvum
mummify: mezmezvumsuz
murk: mezuh
Muscovite: umuymehvumugh
musculature: mezuyugheyuugh
musicianship: mezuyngughgheyuyvum
musketeer: mezuyughughuh
muskie: mezuyvum
muskrat: mezuyuhnguv
musky: mezuysuz
muslin: mezuyvum
muss: mezuy
mutable: meznguvwumugh
mutton: meznguvmeh
mutuality: meznguvgheyvumsuz
myopia: mezmehvum
myopic: mezmehvum
nacho: zeyngughmeh
nadir: zeyghehuh
name-calling: zeymezvevvev
nameplate: zeymezhnguhnggheyugh
Namibian: tzuvzuv
nana: ngung
nanometer: zeyzeymeznguvuh
nanosecond: zeyzeyuyngughzey
napalm: zeyhnguhngmuy
narrow-minded: zeyuhmehwuvwuv
nary: nges
natal: ghuhng
nationhood: zeynguvmehsehmeh
native-born: zeynguvksumehyeh
natty: zeynguvsuz
Navajo: zehngzehng
navigable: zeyksumeywumugh
naysayer: zeysuzgheyugh
neanderthal: zeygheyghehuhsehmuy
Neapolitan: hnguzghey
nearsighted: zeygheyuyeynguvgheh
nebulous: zeywummuyu
nectarine: zeyngughgheyvumugh
needlepoint: zeyughmuyhnguhngvumnguv
needlework: zeyughmuyghusuh
neophyte: zeymehsehnguv
neoplasm: zeymehmuyuy
neoprene: zeymehuhzey
Nepalese: yuv
nepotism: zeyhnguhngnguvuy
nerdy: zeyuhsuz
nerve-racking: zeyuhughuhngughvumey
neurology: zeyumehmehsuz
neuronal: zeyumehghey
newbie: zeyghusvum
newfangled: zeyghusgheyeyugh
newsgroup: zeyghuseymehhnguhng
newspaperman: zeyghushnguhnghnguhnguhghey
newsreel: zeyghusuhugh
niacin: zeygheyvum
nice-looking: zeyngugheh
nigga!: zeyeyghey
nigh: nguw
nightcap: zeyeynguvghey
nightdress: zeyeynguvuhuy
nightie: zeyeynguvugh
nightingale: zeyeynguvzeygheyugh
nihilism: zeysehmuyuy
nirvana: zeyuhgheyghey
nit: zew
nitrite: zeynguvvumugh
nitty-gritty: zeynguvsuzeyvumnguv
no-fault: zeyvuy
no-frills: zeyhnguw
no-load: zeyyungyung
nonacademic: zeyzeyngughghehmezngugh
nonalcoholic: zeyzeymuymehmehvum
nonaligned: zeyzeymuyeyugh
nonbeliever: zeyzeyughvumksumuh
nonbinding: zeyzeyvumghehzey
nonchalance: zeyzeysehmuyzeyugh
noncombatant: zeyzeymehwumnguvzey
noncommercial: zeyzeymehmezuhvummuy
noncompetitive: zeyzeymehhnguhngnguvnguvksum
nondenominational: zeyzeyughmehvumgheyvumzeymuy
nondiscrimination: zeyzeyvumngughvumvumgheyvumzey
nonessential: zeyzeyuyughnguvghey
non-executive: zeyzeyughughuvumugh
nonfatal: zeyzeygheyghey
nonintervention: zeyzeyzeyughksumzeyvumzey
noninvasive: zeyzeyzeygheyvumugh
nonissue: zeyzeyuyu
nonlethal: zeyzeyughsehmuy
nonmilitary: zeyzeyvumvumgheysuz
nonnegotiable: zeyzeyughmehvumwumugh
nonnuclear: zeyzeyumuyghey
no-no: zeyyuy
nonpayment: zeyzeygheymezzey
nonplus: zeyzeymuyuy
nonpolitical: zeyzeymehvumvumghey
nonprofessional: zeyzeyuhuzuyvumzeymuy
nonreligious: zeyzeyughvumvumu
nonrenewable: zeyzeyughughgheymuy
nonsmoking: zeyzeymezmehzey
nonspecialist: zeyzeyhnguhngngughgheyvumnguv
nonstandard: zeyzeynguvzeygheygheh
nonstarter: zeyzeynguvuhugh
nonthreatening: zeyzeysehughnguvzeyzey
nonuser: zeyzeyuyuh
noontime: zeymehnguvmez
Norse: uvugh
northbound: zeyuhsehmehzey
northerly: zeyuhsehuhsuz
northerner: zeyuhsehuhugh
nosebleed: zeyuywumughgheh
nosedive: zeyuyghehksum
no-show: zeymuv
notary: zeynguvuh
notate: zum
notional: zeynguvmehghey
no-win: zeyghez
nth: ghey
nub: mus
nursemaid: zeyuhughgheygheh
obelisk: mehughvummeh
objectification: mehhuvngughvumvumgheyvumzey
objectify: mehhuvngughvumsuz
obliteration: mehmuynguvuhnguvmeh
oboe: mehmeh
obsessive-compulsive: mehuyuyvumughngughmezuuyksum
obsidian: mehuyghehghey
obsolescence: mehuymuyuyughngugh
obtainable: mehnguvvumgheymuy
obtuse: mehnguvuy
occidental: mehngughghehzeyghey
occlude: mehngughuugh
occlusion: mehngughuvumzey
oceanfront: mehughzeyuhzey
oceanographer: mehughzeyeygheysehuh
oceanographic: mehughzeyeygheysehngugh
oceanography: mehughzeyeygheyseh
octagonal: mehnguveyzeymuy
octane: mehnguvzey
octogenarian: mehnguveyzeyuhghey
ocular: wuh
odious: yuh
odometer: mehmehughugh
oedipal: mehghehhnguhngmuy
off-balance: mehuzwummuyzeyugh
off-Broadway: mehuzkhhngehgheyghussuz
off-center: mehuzngughzeyugh
officeholder: mehuzngughsehmuyugh
officialdom: mehuzngughgheyghehmez
offing: mehuzzey
offload: mehuzmehgheh
off-putting: mehuzhnguhngnguvvumey
offside: mehuzvumugh
off-site: mehuzuynguv
off-the-shelf: mehuznguvughuyughuz
off-white: mehuzghusvumugh
oft: muy
ogle: mehmuy
oilfield: mehmuyvummuy
oilman: mehmuyghey
olden: mehghehzey
old-line: mehghehmuyzey
oligarch: mehvumgheyngugh
oligarchy: mehvumgheyngughsuz
omnipotent: mehzeyhnguhngnguvzey
omniscient: mehzeyuyvumzey
one-liner: mehughmuyzeyuh
one-shot: mehughuymeh
one-size-fits-all: mehughuyuvgus
one-woman: mehughghusmezzey
on-the-job: mehzuhng
ontology: mehnguvmuyey
onyx: mehsuz
oomph: mehmezseh
opacity: mehgheyvumsuz
open-mouthed: mehughmuy
open-source: mehughyeydyey
ophthalmologist: mehsehsehmuymehmehvumnguv
opportune: ngev
opportunism: mehhnguhnguhuvummez
optician: mehnguvngughghey
optometrist: mehnguvmeznguvvumnguv
opulence: mehuughngugh
orangutan: mehgheyeynguvzey
oration: mehgheyvumzey
orchestration: mehngughughnguvgheyvumzey
ordinal: mehghehzeymuy
Oregonian: nguw
orientate: hem
orienteering: mehvumzeyughuhzey
orifice: mehvumvumugh
ornamentation: mehzeymezzeygheyvumzey
ornery: mehzeyuh
ornithologist: mehzeynguvmehmehvumnguv
orthographic: mehnguvmehuhhnguhngvum
oscillator: mehngughmuygheymeh
osmosis: mehmezuyuy
osteoarthritis: mehnguvmehuhsehvumvum
outbid: mehnguvvum
outbound: mehnguvmehzey
outgun: mehnguvu
outmaneuver: mehnguvgheyughksumuh
out-of-date: mehnguvmehmem
out-of-the-way: mehnguvmehzeghzegh
outsell: mehnguvughmuy
outshine: mehnguvsehzey
outspend: mehnguvhnguhngzey
outwit: mehnguvvum
ovenproof: mehughhnguhngmehuz
overactive: mehughgheynguvksum
overcharge: mehughngughgheyey
overconfident: mehughngughzeyvumughnguv
overdraw: mehughghehghey
overemphasize: mehughughhnguhnggheyvumugh
overexpose: mehughughhnguhnguy
overextend: mehughughnguvzey
overfishing: mehughuzuyvumey
overgraze: mehugheygheyugh
overgrowth: mehugheymehnguv
overhand: mehughsehzey
overlie: mehughmuyugh
overlord: mehughmuyuh
overpay: mehughhnguhngsuz
overplay: mehughhnguhngghey
overpopulation: mehughhnguhnghnguhngmuynguvmeh
overreaction: mehughuhgheynguvmeh
overshoot: mehughuymehnguv
oversimplification: mehughuymezmuyuzngughnguvmeh
overspend: mehughuyughgheh
overstatement: mehughuygheyughughnguv
overstay: mehughuyghey
overtax: mehughnguvmeghmegh
overvalue: mehughksummuyugh
overwrought: mehughghusmeheynguv
ovulation: mehugheyvumzey
ovum: mehu
oxygenate: mehsuzughgheyugh
oxymoron: mehsuzmehmeh
pacifier: hnguhngngughuzugh
pacifism: hnguhngngughuzuy
paddler: hnguhngghehmuyuh
paean: hnguhngughzey
pageantry: hnguhngeygheynguvsuz
pagoda: hnguhngeygheh
palatial: hnguhngmuynguvghey
paleolithic: hnguhngmuymehvumsehngugh
paleontology: hnguhngmuymehnguvmuyey
palisade: hnguhngmuyuygheh
palladium: hnguhngmuygheyvummez
pallid: hnguhngmuyvum
pallor: hnguhngmuymeh
palmetto: hnguhngmuyughnguv
palpitation: hnguhngmuyvumgheyvumzey
panache: hnguhngzeyngughugh
pandemonium: hnguhngzeyughmehvummez
panhandler: hnguhngzeygheyghehugh
panoply: hnguhngzeyhnguhngsuz
pantsuit: hnguhngzeyuyvum
pantyhose: hnguhngzeysuzmehugh
paper-thin: hnguhnghnguhnguhnguvvum
paperweight: hnguhnghnguhnguhugheynguv
papilla: hnguhnghnguhngmuyghey
papyrus: hnguhnghnguhnguhuy
paradigmatic: hnguhnguhgheheygheyvum
paraffin: hnguhnguhuzvum
parakeet: hnguhnguhmehugh
paralegal: hnguhnguhmuyeymuy
parallelism: hnguhnguhmuyughvummez
parametric: hnguhnguhmeznguvvum
paranormal: hnguhnguhzeyuhghey
parasol: hnguhnguhuymuy
parentage: hnguhnguhzeygheyugh
parietal: hnguhnguhughghey
paring: hnguhnguhzey
parkway: hnguhnguhghussuz
parquet: hnguhnguhunguv
parsimonious: hnguhnguhvummehvumu
participative: hnguhnguhvumvumgheyvumugh
part-timer: hnguhnguhey
partway: hnguhnguhghussuz
partygoer: hnguhnguhsuzmehuh
passable: hnguhnguygheymuy
passe: us
pastiche: hnguhnguyvumseh
pastrami: hnguhnguyuhmez
pasty: hnguhnguysuz
paternalism: hnguhngnguvuhgheyvummez
pathogenic: hnguhngnguvmehughvum
patois: hnguhngnguvvum
patrimony: hnguhngnguvvummehsuz
paunch: hnguhngungugh
pawnshop: hnguhngghusuymeh
pay-per-view: hnguhngsuzhnguhnguhksumugh
peaceable: hnguhnggheyughwumugh
peacemaking: hnguhnggheyughgheyvumey
peachy: hnguhnggheyseh
peal: ghez
pectoral: hnguhngngughmehghey
pecuniary: hnguhngngughzeygheysuz
pedantic: hnguhngghehzeyvum
pedometer: hnguhngghehmeznguvuh
pedophilia: hnguhngghehhnguhngvumvum
peeler: hnguhngughugh
peephole: hnguhngughsehmuy
pelagic: hnguhngmuyeyngugh
penitent: hnguhngzeynguvzey
penultimate: hnguhngzeymuyvumgheyugh
pepperoni: hnguhnghnguhngughmehvum
peppery: hnguhnghnguhngughsuz
peptic: hnguhnghnguhngvum
peremptory: hnguhnguhmeznguvuh
perinatal: hnguhnguhzeynguvmuy
periodontal: hnguhnguhmehmehnguvmuy
peripatetic: hnguhnguhhnguhngnguvnguvngugh
perjure: hnguhnguhuugh
permafrost: hnguhnguhgheyuhuy
Peronist: sevthev
perpetuation: hnguhnguhughunguvmeh
perpetuity: hnguhnguhughunguv
perplexity: hnguhnguhmuyyeghyegh
persimmon: hnguhnguhvummezzey
personable: hnguhnguhmehgheymuy
personage: hnguhnguhmehgheyugh
perspire: hnguhnguhhnguhnguh
pert: ghez
perusal: hnguhnguhuymuy
perversity: hnguhnguhughuynguv
pestilence: hnguhnguyvumughngugh
pestle: hnguhnguymuy
petrochemical: hnguhngnguvmehsehmezngughmuy
petunia: hnguhngnguvzeyghey
peyote: hnguhngsuznguv
phallic: hnguhnggheymuyngugh
phallus: hnguhnggheymuyuy
pharmacological: hnguhnggheymezngughmuyeyngughmuy
pharmacology: hnguhnggheymezngughmuyey
phaseout: hnguhnggheyughu
phenom: hnguhngughmeh
phenomenology: hnguhngughmehughmehmehsuz
phew: hnguhngugh
philander: hnguhngvumgheyghehuh
philistine: hnguhngvumvumnguvzey
philology: hnguhngvummehmehsuz
philosophic: hnguhngvummehmehsehngugh
Phoenician: vemvem
phonemic: hnguhngmehughvum
phonograph: hnguhngmehmehuhhnguhng
photocopier: hnguhngmehmehmehvumuh
photogenic: hnguhngmehmehughvum
photojournalism: hnguhngmehmehmehuhgheyvummez
photojournalist: hnguhngmehmehmehuhgheyvumnguv
photosynthetic: hnguhngmehmehsuznguvughvum
phyllo: hnguhngsuzmuy
phylum: hnguhngsuzu
physicality: hnguhngsuzvumgheyvumsuz
physiologic: hnguhngsuzvummuyeyngugh
physiotherapist: hnguhngsuzvumnguvughgheyvumnguv
physiotherapy: hnguhngsuzvumnguvughgheysuz
pickpocket: hnguhngngughhnguhngngughugh
picture-perfect: hnguhngngughuughhnguhnguhughnguv
pied: hnguhngugh
pigeonhole: hnguhngeymehsehmuy
piggyback: hnguhngeysuzgheymeh
piglet: hnguhngeyugh
pigtail: hnguhngeygheymuy
pileup: hnguhngmuyu
pilfer: suhng
pimento: hnguhngmezzeymeh
pinball: hnguhngzeygheymuy
pincer: hnguhngzeyugh
ping-pong: hnguhngzeysegh
pinhead: hnguhngzeyughgheh
pinprick: hnguhngzeyuhngugh
pinto: hnguhngzeymeh
pinup: hnguhngzeyhnguhng
piquant: hnguhnghuzzey
piranha: hnguhnguhzeyghey
pirouette: hnguhnguhunguvugh
pitchfork: hnguhngnguvsehmehmeh
pith: hnguhngnguv
pithy: hnguhngnguvsuz
pittance: hnguhngnguvgheyngugh
pituitary: hnguhngnguvvumgheysuz
pizzeria: hnguhnguvughvum
plainclothes: ghehng
plasticity: hnguhnggheynguvngughnguv
platitude: hnguhnggheyvumuugh
play-by-play: hnguhnggheykhzumzum
playgroup: hnguhnggheyeymehhnguhng
playlist: hnguhnggheymuyuy
playpen: hnguhnggheyhnguhngzey
plaything: hnguhnggheynguvvumey
playtime: hnguhnggheynguvmez
pleasantry: hnguhngughuyzeyuh
plebiscite: hnguhngughvumngughnguv
Pleistocene: hegh
plenary: hnguhngughgheysuz
plenum: hnguhngughu
pliable: hnguhngvumwumugh
pliant: hnguhngvumzey
plinth: hnguhngvumnguv
plover: hnguhngmehugh
plucky: hnguhngumeh
plunger: hnguhngueyuh
pock: hnguhngngugh
pockmark: hnguhngngughmezuh
poetical: hnguhngughvumghey
pogrom: hnguhngeymeh
poignancy: hnguhngvumzeyzeysuz
poinsettia: hnguhngvumuynguvvum
polemical: hnguhngmuymezngughmuy
policewoman: hnguhngmuyngughghusmezzey
politico: hnguhngmuynguvngugh
pollinate: hnguhngmuyvumgheyugh
pollination: hnguhngmuyvumgheyvumzey
polygon: hnguhngmuyeyzey
polynomial: hnguhngmuyzeymezghey
polypropylene: hnguhngmuyhnguhngmehsuzughugh
polystyrene: hnguhngmuyuysuzughugh
polythene: hnguhngmuynguvughugh
polyunsaturate: hnguhngmuyuuynguvuhnguv
pompon: hnguhngmezmeh
pong: mez
pontiff: hnguhngzeyvumuz
pontificate: hnguhngzeyvumvumgheyugh
pontoon: hnguhngzeymehzey
pooch: hnguhngmehseh
poof: hnguhngmeh
Popsicle: zus
pornographer: hnguhnguhmehuhhnguhngugh
porosity: hnguhnguhuynguv
porpoise: hnguhnguhmehuy
portend: hnguhnguhughgheh
portent: hnguhnguhughnguv
portentous: hnguhnguhughnguvu
portly: hnguhnguhmuy
portobello: hnguhnguhmehughmuy
positional: ngugh
positivism: hnguhnguynguvksumuy
positron: hnguhnguynguvmeh
possessor: hnguhnguyughuyuh
postindustrial: hnguhnguyvumghehuyuhghey
postmaster: hnguhnguymezuyugh
postnatal: hnguhnguyzeynguvmuy
postscript: hnguhnguyuyuhhnguhng
potable: hnguhngnguvwumugh
potbelly: hnguhngnguvughmuy
potentiality: hnguhngnguvzeyvummuynguv
potluck: hnguhngnguvumeh
potpourri: hnguhngnguvmehuhvum
poverty-stricken: hnguhngksumuhsuzuyuhngughugh
powerboat: hnguhngghusuhmehnguv
power-sharing: hnguhngghusuhuygheyvumey
pragmatical: hnguhnggheymeznguvngughmuy
pram: hnguhngghey
prankster: hnguhnggheymehnguvuh
prattle: hnguhnggheynguvugh
prearrange: hnguhngughuhgheyey
precolonial: hnguhngughmehmehvummuy
preeminence: hnguhngughmezzeyzeyugh
prefabricate: hnguhngughgheyuhngughnguv
prefect: hnguhngughughnguv
prefigure: hnguhngughvumuugh
prefix: hnguhngughvum
prehistory: hnguhngughvumnguvuh
prejudicial: hnguhngughuvumvummuy
prelate: hnguhngughgheyugh
premed: hnguhngughugh
premiership: hnguhngughvumuhsehhnguhng
prenup: hnguhngughu
prenuptial: hnguhngughunguvghey
preordain: hnguhngughuhgheyzey
prepackage: hnguhngughgheymehey
preposition: hnguhngughmehvumvumzey
preppy: hnguhngughhnguhng
prerecord: hnguhngughughmehgheh
presage: hnguhngughgheyugh
presentable: hnguhngughughnguvwumugh
preserver: hnguhngughughksumuh
presumptive: hnguhngughuhnguhngvumugh
pretender: hnguhngughughghehuh
preterm: hnguhngughughmez
preternatural: hnguhngughughzeynguvuhmuy
primrose: hnguhngvumuhuy
principality: hnguhngvumngughhnguhngmuynguv
printmaking: hnguhngvumnguvgheyvumey
prion: hnguhngvumzey
prissy: hnguhngvumuy
privation: nguz
probabilistic: hnguhngmehgheyvumvumnguvngugh
probationary: hnguhngmehgheyvumzeyuh
problematical: hnguhngmehmuymeznguvngughmuy
procrastinate: hnguhngmehuhuyvumgheyugh
procrastination: hnguhngmehuhuyvumgheyvumzey
professionalization: hnguhngmehughuymehgheyvumgheyvumzey
professorial: hnguhngmehughuyuhghey
professorship: hnguhngmehughuyuhsehhnguhng
